checking_status,duration,credit_history,credit_amount,savings_status,employment,personal_status,residence_since,property_magnitude,age,other_payment_plans,existing_credits,num_dependents,own_telephone,foreign_worker,installment_commitment,0,1,2,3,4,5,6,7,8,9,10,class
1,24,2,13,2,3,2,2,3,32,3,1,1,1,1,4,0.4472478013952295,-0.8951426270121936,0.7718431488116276,-0.1368199699569121,-0.2853590529141299,-0.26324659954026325,0.1638733825789904,-0.14075607871923176,-0.07397393832243226,-0.06001239878239156,0.05582119526118916,0
4,24,4,24,5,5,3,4,2,53,3,2,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
1,30,0,81,5,2,3,3,3,25,1,3,1,1,1,2,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,1
2,24,2,126,1,5,2,2,4,44,3,1,1,2,1,4,0.9011560690006465,0.6375361819042555,0.18334993786538337,0.17678243342534775,1.3355851171974369,-0.06228023180466252,0.43998602011049553,0.2401246137080152,-0.3325693339800321,-0.23152766719483975,-0.03923797170591352,0
4,24,2,34,3,5,3,2,3,31,3,1,2,2,1,3,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,9,4,21,1,3,3,4,3,48,3,3,1,2,1,4,-0.2628308015499711,-0.11349692037636137,-0.8298155164304968,-0.4904591015450739,-0.09581097197403848,0.05318581819055731,-0.06064753621296344,-0.16589990912569982,-0.05188726870347996,-0.01992332264844729,-0.006684367091115374,1
1,6,2,26,3,3,3,3,1,44,3,1,2,1,1,2,-0.408717752825792,0.7863159073374972,0.9173241939932195,-0.4175376106092657,-0.18665022375378917,-0.03944865784790845,-0.3279682204498324,-0.29868449477635917,0.0014259083191655957,-0.016119148038088286,0.012920183291058084,1
1,10,4,22,1,2,3,3,1,48,3,2,2,1,2,1,1.231959954732487,0.5761721968130078,0.021851257754314936,-0.6323718343353825,-0.7850326407248003,-0.14989865211574033,-0.20886072811377698,-0.18592442869137885,-0.1082622994359345,-0.040562688238147473,0.0059767749247038255,1
2,12,4,18,2,2,3,4,2,44,3,1,1,1,1,3,-0.41861422406467536,-0.026465158008020725,-0.28223150618072174,0.19091135800206374,0.3512366183881689,-0.31123310722727465,-0.09999189667132741,0.37790884725849627,-0.8001061831642385,-0.0909658142424997,0.05882648560055734,1
4,10,4,21,5,3,4,1,3,26,3,2,1,1,2,2,-0.4944402913076308,0.0018165829240315012,-0.3675096494132364,0.7848186338977167,-0.2406705637220329,0.09804904249519945,0.17304467937856358,-0.25968320993794375,-0.011024718274973899,-0.0546129062664476,-0.03559144000149561,1
1,6,2,14,1,3,3,2,1,36,1,1,1,2,1,1,0.680937863944109,-0.49407812565612935,-0.014416784911626478,0.8542210878287392,-0.6346358126775842,-0.11539216350412679,0.34485888494256817,-0.19073126169221957,-0.0769121569620001,-0.08687921443344933,-0.0078103630085204715,1
4,6,0,4,1,5,4,4,3,39,3,1,1,1,1,4,0.4472478013952295,-0.8951426270121936,0.7718431488116276,-0.1368199699569121,-0.2853590529141299,-0.26324659954026325,0.1638733825789904,-0.14075607871923176,-0.07397393832243226,-0.06001239878239156,0.05582119526118916,1
3,12,1,4,4,3,2,3,1,42,3,2,1,1,1,3,-0.408717752825792,0.7863159073374972,0.9173241939932195,-0.4175376106092657,-0.18665022375378917,-0.03944865784790845,-0.3279682204498324,-0.29868449477635917,0.0014259083191655957,-0.016119148038088286,0.012920183291058084,1
2,7,2,24,1,3,3,2,1,34,3,1,1,1,1,3,-0.7666425139810024,-0.4356930673619409,0.5699633797918192,-0.30713374661630594,-0.1419257127818599,0.8310529571993192,0.1655253468328198,0.6559393231072346,0.004859951898809841,0.014146340874318236,-0.5552639092506366,1
1,60,3,68,1,5,3,4,4,63,3,2,1,2,1,3,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,0
2,18,2,19,4,2,4,3,1,36,1,1,1,2,1,3,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,1
1,24,2,40,1,3,3,2,3,27,2,1,1,1,1,2,-0.4944402913076308,0.0018165829240315012,-0.3675096494132364,0.7848186338977167,-0.2406705637220329,0.09804904249519945,0.17304467937856358,-0.25968320993794375,-0.011024718274973899,-0.0546129062664476,-0.03559144000149561,1
2,18,2,59,2,3,3,2,3,30,3,2,1,2,1,2,-0.2628308015499711,-0.11349692037636137,-0.8298155164304968,-0.4904591015450739,-0.09581097197403848,0.05318581819055731,-0.06064753621296344,-0.16589990912569982,-0.05188726870347996,-0.01992332264844729,-0.006684367091115374,1
4,12,4,13,5,5,3,4,4,57,3,1,1,1,1,4,1.036170330710698,0.5414692361950976,0.5242721775347686,0.0673971562782036,-0.5970745702354816,-0.6780177685885369,-0.5740590749299552,0.45665423288434603,0.4702746533742822,-0.18498032829066777,0.002900265242407559,1
3,12,2,15,1,2,2,1,2,33,1,1,1,2,1,4,0.5370057492267626,-0.2525333396640982,-0.16371025785883037,1.0119725657830234,0.4217681476086465,0.5279387218831639,-0.09972583900553803,-0.4766217665502046,0.12924335650712038,-0.009202525843733314,-0.10842325398622639,1
2,45,4,47,1,2,3,2,2,25,3,2,1,1,1,4,0.4472478013952295,-0.8951426270121936,0.7718431488116276,-0.1368199699569121,-0.2853590529141299,-0.26324659954026325,0.1638733825789904,-0.14075607871923176,-0.07397393832243226,-0.06001239878239156,0.05582119526118916,0
4,48,4,61,1,3,3,3,4,31,1,1,1,2,1,1,-0.16528721281948652,0.8232996111448861,-0.020987019243200646,-0.11936306661348303,0.4166788490808492,-0.46563225689189786,0.8365184525408753,0.19843808431173696,0.3324416827952893,0.8055570124707274,-0.050360992398021394,1
3,18,2,21,1,3,3,2,1,37,2,1,1,1,1,4,-0.7444054484158965,-0.395784459268143,0.5212092252893602,-0.2516656000225026,-0.08104590528983222,0.7949788882226049,0.13857178971613013,0.5177792426256763,0.08784496550968884,0.038860986315878476,0.8338437261427173,0
3,10,2,12,1,3,3,2,3,37,3,1,1,2,1,2,-0.4743664906350747,-0.13286358902363465,-0.28825645367963315,0.11258743767352088,0.053705416397476384,-0.1815972118024754,-0.07588740679710247,0.07834034703639328,-0.06370883860873787,0.1729065132455314,0.026700751313778963,1
2,9,2,5,1,3,3,3,1,24,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,30,2,23,3,5,3,2,3,30,1,1,1,1,1,4,0.303315686677883,-0.6535978410201625,0.6225496758644238,0.02093150799737244,0.7710449073721007,0.3800842858470274,-0.2807113413691158,-0.4266465835772168,0.1321815751466882,0.017664289807324457,-0.044791695716516755,1
2,12,2,12,3,3,1,1,3,26,3,1,1,2,1,3,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
2,18,3,62,1,3,3,4,1,44,3,1,2,2,1,2,0.7125937388405235,-0.6347097727347227,0.06749729135101283,0.1855997636896142,-0.34872796714928805,-0.4036594239029322,0.12912843056622633,0.1887548797568768,-0.12778113859822587,0.17609075249766454,0.058393218939553876,1
1,30,4,62,2,4,4,4,3,24,3,2,1,1,1,1,-0.099201623033957,1.1590986677615094,0.21634240350248007,-0.020403828719267377,0.055980198592958295,-0.30087637153424607,-0.4200192941361456,0.2889323794470931,-0.7905937752096669,-0.07933887166519815,0.04370655062340139,1
1,48,4,61,1,5,2,4,4,58,2,2,1,1,1,4,1.045088183717993,0.3959913959122244,0.33264341081258725,0.019030955471063232,0.27918115691120593,-0.7056111171919531,0.8845707440586016,0.5260151185660003,-0.5387248474491526,-0.30920435578455585,0.061374919271792394,0
4,11,4,14,1,2,2,4,3,35,3,2,1,1,1,4,0.7686152389844223,-0.36784684296449105,-0.6260161248760906,-0.26330516965976686,0.566627739356641,0.48307549757852175,-0.33341805459706503,-0.38283846573796065,0.08838080607861434,0.025487057774266998,-0.07951618107584615,1
4,36,2,23,3,5,3,4,3,39,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
1,6,2,14,3,1,2,2,2,23,3,1,1,2,1,1,0.6790639621057626,0.9137992081018815,0.3822316134665944,0.04893642271600929,0.15512857321765075,-0.21625293211552515,-0.4605037791757157,0.23345398794973987,-0.7334199652672542,-0.04622094733698725,0.1356195672102115,1
4,11,4,72,1,3,3,4,2,39,3,2,1,1,1,1,0.9125473537017688,-0.6093916289565222,-0.47672265192888674,-0.4210566476140514,-0.4897762209295897,-0.1602553878087689,0.11116666935104118,-0.09694796087997563,-0.11777470739050616,-0.05218963081544902,0.02109670990185976,1
4,12,2,21,2,3,2,2,1,28,3,1,1,1,1,4,-0.7444054484158965,-0.395784459268143,0.5212092252893602,-0.2516656000225026,-0.08104590528983222,0.7949788882226049,0.13857178971613013,0.5177792426256763,0.08784496550968884,0.038860986315878476,0.8338437261427173,1
2,24,3,23,5,2,3,2,2,29,1,1,1,1,1,4,0.680937863944109,-0.49407812565612935,-0.014416784911626478,0.8542210878287392,-0.6346358126775842,-0.11539216350412679,0.34485888494256817,-0.19073126169221957,-0.0769121569620001,-0.08687921443344933,-0.0078103630085204715,1
2,27,3,60,1,5,3,2,3,30,3,2,1,2,1,1,0.6128318164697181,-0.28081508059615046,-0.07843211462631573,0.41806528988737074,1.0136753297188483,0.11865657216068982,-0.372762415055429,0.16097029064623547,-0.6598381083821442,-0.04555543381978541,-0.014005328384173447,1
4,12,2,13,1,3,3,2,3,25,3,1,1,1,1,3,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,18,2,34,5,3,3,1,2,31,3,1,1,2,1,2,-0.41861422406467536,-0.026465158008020725,-0.28223150618072174,0.19091135800206374,0.3512366183881689,-0.31123310722727465,-0.09999189667132741,0.37790884725849627,-0.8001061831642385,-0.0909658142424997,0.05882648560055734,1
2,36,3,22,1,5,3,4,4,57,1,2,1,2,1,4,0.025493450980957354,0.8048543421240446,-0.5680334639387977,-0.731741958007097,0.2260988155045497,-0.127750985774795,0.7521008989529611,-0.08674558606392012,0.27538150569863223,-0.20589555602350162,-0.03191701041285545,0
4,6,1,8,5,3,3,2,1,26,2,1,2,1,1,1,0.8740351935772767,-0.6458367778864303,-0.32550955644708535,-0.5219679703424227,-0.740308129752871,0.7206029629314873,0.2846328391688752,0.7686993891922149,-0.10482825585629026,-0.010297199325740964,-0.5622073176169908,1
2,12,2,65,5,1,3,1,4,52,3,1,1,2,1,2,0.303315686677883,-0.6535978410201625,0.6225496758644238,0.02093150799737244,0.7710449073721007,0.3800842858470274,-0.2807113413691158,-0.4266465835772168,0.1321815751466882,0.017664289807324457,-0.044791695716516755,0
4,36,4,96,1,3,2,2,3,31,2,2,1,1,1,2,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
3,18,2,20,1,5,2,2,3,23,3,1,1,1,1,3,0.7686152389844223,-0.36784684296449105,-0.6260161248760906,-0.26330516965976686,0.566627739356641,0.48307549757852175,-0.33341805459706503,-0.38283846573796065,0.08838080607861434,0.025487057774266998,-0.07951618107584615,1
1,36,4,62,1,2,2,4,4,23,3,2,1,2,1,4,0.9840753704154412,0.6949491592772905,0.5866160657509178,0.5974627249728401,-1.1195443338040483,0.7397488539524436,0.17134410017889432,0.4477795400870096,0.02853171613766645,-0.008645194924879444,0.7828733098888269,0
2,9,2,14,1,3,4,1,1,27,1,1,1,2,1,2,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,1
2,15,4,15,5,5,3,4,1,50,3,2,1,2,1,4,-0.7666425139810024,-0.4356930673619409,0.5699633797918192,-0.30713374661630594,-0.1419257127818599,0.8310529571993192,0.1655253468328198,0.6559393231072346,0.004859951898809841,0.014146340874318236,-0.5552639092506366,1
2,36,0,20,1,5,3,4,4,61,3,1,1,2,1,4,0.8611498674935616,0.5158014589180047,0.138186847396062,0.19518096449179623,1.0764955973245478,-0.225980422859627,0.11413203375268142,0.3388945188995439,0.9941865332909432,-0.3049028156533077,-0.1078253340798825,0
2,48,0,144,1,3,3,2,3,25,3,1,1,2,1,2,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,0
4,24,2,32,1,2,2,4,2,26,3,1,1,2,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,27,2,52,5,5,3,4,2,48,3,4,2,2,1,4,-0.4627844164112164,-0.1388150641545619,-0.2855955731505971,0.11619730975859173,0.04523728180626318,-0.190218217903606,-0.0426857749977783,0.11980293151115262,-0.061893699911199675,0.20835706066466628,0.03061214194657874,1
4,12,2,22,1,2,2,2,3,29,1,1,1,1,1,2,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
2,12,2,10,4,3,4,1,1,22,3,1,1,1,1,4,-0.2628308015499711,-0.11349692037636137,-0.8298155164304968,-0.4904591015450739,-0.09581097197403848,0.05318581819055731,-0.06064753621296344,-0.16589990912569982,-0.05188726870347996,-0.01992332264844729,-0.006684367091115374,1
4,36,2,18,1,3,3,4,4,37,2,1,1,2,1,4,-0.16528721281948652,0.8232996111448861,-0.020987019243200646,-0.11936306661348303,0.4166788490808492,-0.46563225689189786,0.8365184525408753,0.19843808431173696,0.3324416827952893,0.8055570124707274,-0.050360992398021394,0
4,36,2,24,5,3,2,4,3,25,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,36,2,81,1,3,2,2,2,30,1,1,1,1,1,1,-0.41861422406467536,-0.026465158008020725,-0.28223150618072174,0.19091135800206374,0.3512366183881689,-0.31123310722727465,-0.09999189667132741,0.37790884725849627,-0.8001061831642385,-0.0909658142424997,0.05882648560055734,1
4,7,4,7,5,5,3,2,2,46,3,2,1,2,1,4,0.7666604024259479,0.29042119875733635,1.2704170584948293,-0.34813515667824324,-0.5806154727093404,-0.25288986384723466,-0.1561540148858278,-0.22973254653063493,-0.0644615303678606,-0.04838545620509002,0.04070126028403322,1
1,8,4,12,1,5,3,4,4,51,1,2,2,2,1,3,0.8736536488355311,0.5280138833317971,0.1878409390538671,0.10496319556910481,1.075682948400856,0.12889382975561695,0.4849470622597959,-0.03684577340818136,0.4403571814758306,0.031172102730267503,-0.01298400589700092,1
2,42,4,60,1,4,2,1,1,41,1,2,1,1,1,2,0.7167577296799795,-0.6440945895744324,0.025698267851566793,0.27871234299953473,-0.30181815044027105,-0.6883745042815654,-0.2540316774651369,0.5456307006957493,0.46076224541971056,-0.1966072708679693,0.018020200219563492,1
1,36,2,20,5,5,3,4,4,40,3,1,1,2,1,4,0.5778345751839784,-0.3494015739436495,-0.0789696801804937,0.349073721733847,0.7572077729329404,0.14519422646141897,-0.24900050100915075,-0.09765479536230363,0.14544098317527138,1.0369396262684958,-0.09796016306101211,0
1,12,4,15,1,5,3,4,4,66,3,2,1,1,1,4,0.9011560690006465,0.6375361819042555,0.18334993786538337,0.17678243342534775,1.3355851171974369,-0.06228023180466252,0.43998602011049553,0.2401246137080152,-0.3325693339800321,-0.23152766719483975,-0.03923797170591352,1
1,42,2,40,1,2,3,3,3,34,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,0
2,11,3,48,1,4,3,4,2,51,3,1,1,1,1,2,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,54,0,94,5,3,3,2,2,39,3,1,2,1,1,2,0.7567639311870645,-0.5223598665881816,0.07086135832088818,0.26031381193308617,-0.04272863056738235,-0.5246743132266009,0.07182230889267721,0.4468607955042205,-0.8659936218512647,-0.12323212240950143,0.08660756259353246,1
2,30,2,38,1,2,4,1,2,22,3,1,1,1,1,2,-0.4944402913076308,0.0018165829240315012,-0.3675096494132364,0.7848186338977167,-0.2406705637220329,0.09804904249519945,0.17304467937856358,-0.25968320993794375,-0.011024718274973899,-0.0546129062664476,-0.03559144000149561,1
4,24,2,59,5,2,2,1,3,44,3,2,1,2,1,1,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,0
4,15,2,12,3,5,3,3,2,47,2,1,1,2,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
4,18,2,16,2,3,2,4,2,24,3,1,1,1,1,3,1.036170330710698,0.5414692361950976,0.5242721775347686,0.0673971562782036,-0.5970745702354816,-0.6780177685885369,-0.5740590749299552,0.45665423288434603,0.4702746533742822,-0.18498032829066777,0.002900265242407559,1
1,24,2,18,1,5,2,4,1,58,3,1,1,2,1,4,0.6907493508974569,-0.6683273140905482,0.2265654549911735,0.08758325134847188,-0.553162708187244,0.5473580990739347,0.2902495208598116,1.0355377584602146,-0.08012065486118623,0.1813600790053139,-0.4704424991164057,1
1,10,2,23,1,5,3,4,1,52,3,1,1,1,1,3,0.4472478013952295,-0.8951426270121936,0.7718431488116276,-0.1368199699569121,-0.2853590529141299,-0.26324659954026325,0.1638733825789904,-0.14075607871923176,-0.07397393832243226,-0.06001239878239156,0.05582119526118916,1
4,12,4,14,1,3,2,2,1,29,3,2,1,2,1,4,0.534313454838141,-0.4389949525123095,0.027617890386164513,0.3355524982254478,0.5040539010226784,0.8358147318459813,-0.5251502315954091,1.1253875459099547,0.679864210423047,-0.07703815078854527,-0.6658967182769929,1
2,18,4,13,1,2,2,1,2,27,3,2,1,1,1,4,-0.4944402913076308,0.0018165829240315012,-0.3675096494132364,0.7848186338977167,-0.2406705637220329,0.09804904249519945,0.17304467937856358,-0.25968320993794375,-0.011024718274973899,-0.0546129062664476,-0.03559144000149561,1
2,36,2,126,2,3,3,4,4,47,3,1,2,2,1,1,-0.16528721281948652,0.8232996111448861,-0.020987019243200646,-0.11936306661348303,0.4166788490808492,-0.46563225689189786,0.8365184525408753,0.19843808431173696,0.3324416827952893,0.8055570124707274,-0.050360992398021394,0
1,18,2,22,2,4,3,3,3,30,3,1,2,2,1,4,0.7686152389844223,-0.36784684296449105,-0.6260161248760906,-0.26330516965976686,0.566627739356641,0.48307549757852175,-0.33341805459706503,-0.38283846573796065,0.08838080607861434,0.025487057774266998,-0.07951618107584615,1
1,12,0,11,1,4,3,3,1,28,3,2,1,1,1,4,-0.4627844164112164,-0.1388150641545619,-0.2855955731505971,0.11619730975859173,0.04523728180626318,-0.190218217903606,-0.0426857749977783,0.11980293151115262,-0.061893699911199675,0.20835706066466628,0.03061214194657874,0
4,12,4,6,1,5,3,4,1,56,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
1,12,4,14,1,5,3,3,1,54,3,1,1,1,1,4,-0.41861422406467536,-0.026465158008020725,-0.28223150618072174,0.19091135800206374,0.3512366183881689,-0.31123310722727465,-0.09999189667132741,0.37790884725849627,-0.8001061831642385,-0.0909658142424997,0.05882648560055734,1
4,12,4,8,5,5,2,3,2,33,1,1,2,1,1,4,0.4472478013952295,-0.8951426270121936,0.7718431488116276,-0.1368199699569121,-0.2853590529141299,-0.26324659954026325,0.1638733825789904,-0.14075607871923176,-0.07397393832243226,-0.06001239878239156,0.05582119526118916,0
3,24,4,36,5,5,3,4,4,20,3,2,1,1,1,4,-0.19130278483629864,1.1908438678574513,0.23352320124930792,0.5280602710418176,-0.7255790848484971,0.9531900599517699,-0.0004701053851103235,0.3788275918412854,0.09441915482469267,0.02362111324212229,0.7550922328958517,1
2,12,2,13,4,5,3,4,1,54,3,1,1,2,1,4,-0.2628308015499711,-0.11349692037636137,-0.8298155164304968,-0.4904591015450739,-0.09581097197403848,0.05318581819055731,-0.06064753621296344,-0.16589990912569982,-0.05188726870347996,-0.01992332264844729,-0.006684367091115374,1
2,54,0,159,1,2,3,4,4,58,3,1,1,2,1,3,-0.13920782454104197,1.0373639447752583,0.1711793130331587,-0.0020052976528188693,-0.2031093212799304,-0.4645765625892107,-0.7458732804939597,0.38770228463862183,0.5361620920613084,-0.15271402012366603,-0.024880811750567576,0
4,12,4,20,5,4,2,2,3,61,3,1,1,1,1,4,-0.45361146535041497,-0.09505165135551984,-0.28276907173489974,0.12191978984853998,0.09476906160226103,-0.2846954529265455,0.023770017374950797,0.11928376124995721,0.005172908393177086,0.9915292458457816,-0.02512834907628133,1
2,18,2,26,2,3,3,4,3,34,3,1,1,1,1,4,-0.45862042557176036,-0.14819988099427167,-0.3273945966500431,0.20930988906851228,0.09214709851528018,-0.47493329828223924,-0.4258458830291415,0.47667875245002506,0.5266496841067367,-0.16434096270096757,-0.00976087677341164,1
2,36,4,23,1,5,3,4,1,36,3,1,1,1,1,4,-0.7281303538565103,-0.3992479184320328,0.41875028431001765,-0.20622242388793455,0.10860619604142138,-0.049805393540937035,-0.007940822985014237,-0.20970802696495597,-0.008086499635406067,-0.027746090615389827,0.028040118268214023,1
